MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
Star Trek V: The Final Frontier, William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,Action, Adventure, Fantasy,52.21,PG ,"62,309"
Peninsula, Gang Dong-won, Lee Jung-hyun, Re Lee, Hae-hyo Kwon,Action, Horror, Thriller,1.23,Not Rated ,"35,260"
Collateral Damage, Arnold Schwarzenegger, John Leguizamo, Francesca Neri, Elias Koteas,Action, Drama, Thriller,40.08,R ,"76,664"
Lara Croft: Tomb Raider - The Cradle of Life, Angelina Jolie, Gerard Butler, Chris Barrie, Ciarán Hinds,Action, Adventure, Fantasy,65.66,PG-13 ,"1,41,849"
Seventh Son, Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander,Action, Adventure, Fantasy,17.22,PG-13 ,"79,117"
Volcano, Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle,Action, Drama, Sci-Fi,49.32,PG-13 ,"79,261"
Eight Legged Freaks, David Arquette, Kari Wuhrer, Scott Terra, Scarlett Johansson,Action, Adventure, Comedy,17.32,PG-13 ,"58,895"
Mortdecai, Johnny Depp, Gwyneth Paltrow, Ewan McGregor, Olivia Munn,Action, Adventure, Comedy,7.61,R ,"75,050"
Beverly Hills Cop III, Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier,Action, Comedy, Crime,42.61,R ,"84,404"
The Bounty Hunter, Jennifer Aniston, Gerard Butler, Gio Perez, Joel Marsh Garland,Action, Comedy, Romance,67.06,PG-13 ,"1,31,249"
The Happytime Murders, Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker,Action, Comedy, Crime,20.71,R ,"29,470"
Whiteout, Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short,Action, Crime, Mystery,10.28,R ,"39,714"
Beverly Hills Ninja, Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker,Action, Comedy,Nan,31.24,PG-13 ,"42,792"
Babylon A, Vin Diesel, Michelle Yeoh, Mélanie Thierry, Gérard Depardieu,Action, Adventure, Sci-Fi,22.53,PG-13 ,"97,273"
Showtime, Robert De Niro, Eddie Murphy, Rene Russo, Rachael Harris,Action, Comedy, Crime,38.08,PG-13 ,"64,233"
Cop Out, Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez,Action, Comedy, Crime,44.88,R ,"89,376"
Stolen, Nicolas Cage, Malin Akerman, Josh Lucas, Danny Huston,Action, Crime, Thriller,0.3,R ,"45,804"
The Man, Samuel L. Jackson, Eugene Levy, Miguel Ferrer, Luke Goss,Action, Comedy, Crime,8.33,PG-13 ,"26,258"
Taxi 4, Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Emma Wiklund,Action, Comedy, Crime,Nan,Not Rated ,"29,734"
Gunjan Saxena: The Kargil Girl, Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij,Action, Biography, Drama,Nan,TV-14 ,"35,183"
65, Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King,Action, Adventure, Drama,Nan,PG-13 ,"52,114"
Batman Forever, Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman,Action, Adventure,Nan,184.03,PG-13 ,"2,59,553"
Gods of Egypt, Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman,Action, Adventure, Drama,31.15,PG-13 ,"1,21,479"
Wonder Woman 1984, Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal,Action, Adventure, Fantasy,46.37,PG-13 ,"2,79,857"
The Forever Purge, Ana de la Reguera, Tenoch Huerta, Josh Lucas, Leven Rambin,Action, Crime, Horror,44.54,R ,"38,799"
The Mummy, Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe,Action, Adventure, Fantasy,80.1,PG-13 ,"1,96,997"
Snake Eyes, Henry Golding, Andrew Koji, Haruka Abe, Takehiro Hira,Action, Adventure, Crime,Nan,PG-13 ,"42,112"
Ava, Jessica Chastain, John Malkovich, Common, Geena Davis,Action, Drama, Thriller,0.5,R ,"59,497"
Blackhat, Chris Hemsworth, Viola Davis, Tang Wei, Leehom Wang,Action, Crime, Thriller,7.1,R ,"62,175"
Drive Angry, Nicolas Cage, Amber Heard, William Fichtner, Billy Burke,Action, Comedy, Fantasy,10.71,R ,"1,01,621"
Godzilla, Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria,Action, Sci-Fi, Thriller,136.31,PG-13 ,"1,97,848"
Maximum Overdrive, Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith,Action, Comedy, Horror,7.43,R ,"34,102"
Æon Flux, Charlize Theron, Frances McDormand, Sophie Okonedo, Marton Csokas,Action, Adventure, Sci-Fi,25.86,PG-13 ,"1,30,877"
Killers, Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara,Action, Comedy, Romance,47.06,PG-13 ,"93,981"
Vampire Academy, Zoey Deutch, Lucy Fry, Danila Kozlovskiy, Gabriel Byrne,Action, Comedy, Drama,7.79,PG-13 ,"55,953"
"Game Over, Man!", Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges,Action, Comedy,Nan,Nan,TV-MA ,"31,963"
D3: The Mighty Ducks, Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling,Action, Comedy, Drama,22.94,PG ,"27,896"
Outside the Wire, Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham,Action, Adventure, Fantasy,Nan,R ,"44,129"
The Last Legion, Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan,Action, Adventure, History,5.93,PG-13 ,"36,533"
The Tuxedo, Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar,Action, Comedy, Sci-Fi,50.55,PG-13 ,"86,385"
Big Game, Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber,Action, Adventure, Comedy,0.02,PG-13 ,"34,415"
Season of the Witch, Nicolas Cage, Ron Perlman, Claire Foy, Stephen Campbell Moore,Action, Adventure, Fantasy,24.83,PG-13 ,"96,243"
Pathfinder, Karl Urban, Clancy Brown, Moon Bloodgood, Russell Means,Action, Adventure, Drama,10.23,R ,"45,432"
The Man with the Iron Fists, Russell Crowe, Cung Le, Lucy Liu, RZA,Action,Nan,Nan,15.63,R ,"63,573"
The Spy Next Door, Jackie Chan, Amber Valletta, Billy Ray Cyrus, Madeline Carroll,Action, Comedy, Family,24.27,PG ,"45,622"
Battle for the Planet of the Apes, Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden,Action, Sci-Fi,Nan,8.84,G ,"32,318"
Bulletproof Monk, Chow Yun-Fat, Seann William Scott, Jaime King, Karel Roden,Action, Comedy, Fantasy,23.02,PG-13 ,"51,336"
I Spy, Eddie Murphy, Owen Wilson, Famke Janssen, Malcolm McDowell,Action, Adventure, Comedy,33.56,PG-13 ,"52,574"
Killing Season, Robert De Niro, John Travolta, Milo Ventimiglia, Liz Olin,Action, Drama, Thriller,0.03,R ,"38,183"
Dhoom 3, Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra,Action, Crime, Drama,8.03,Not Rated ,"47,749"
Legion, Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black,Action, Fantasy, Horror,40.17,R ,"1,08,197"
Geostorm, Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara,Action, Sci-Fi, Thriller,33.7,PG-13 ,"1,13,197"
The Predator, Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key,Action, Adventure, Horror,51.02,R ,"1,38,361"
Ghost Rider, Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long,Action, Fantasy, Thriller,115.8,PG-13 ,"2,45,679"
Jupiter Ascending, Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean,Action, Adventure, Sci-Fi,47.39,PG-13 ,"1,91,664"
Masters of the Universe, Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty,Action, Adventure, Fantasy,17.34,PG ,"42,561"
The New Mutants, Maisie Williams, Anya Taylor-Joy, Charlie Heaton, Alice Braga,Action, Horror, Mystery,23.86,PG-13 ,"84,600"
Daredevil, Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan,Action, Crime,Nan,102.54,PG-13 ,"2,24,508"
Point Break, Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer,Action, Adventure, Crime,28.78,PG-13 ,"64,722"
Robin Hood, Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson,Action, Adventure, Drama,30.82,PG-13 ,"76,786"
Tank Girl, Lori Petty, Ice-T, Naomi Watts, Don Harvey,Action, Comedy, Sci-Fi,4.06,R ,"33,305"
The Karate Kid Part III, Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith,Action, Drama, Family,38.96,PG ,"66,559"
Red Dawn, Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck,Action, Drama,Nan,44.81,PG-13 ,"78,887"
Congo, Laura Linney, Tim Curry, Dylan Walsh, Ernie Hudson,Action, Adventure, Mystery,81.02,PG-13 ,"47,278"
Resident Evil: Retribution, Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer,Action, Horror, Sci-Fi,42.35,R ,"1,46,437"
Max Payne, Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris,Action, Crime, Drama,40.69,PG-13 ,"1,28,292"
Land of the Lost, Will Ferrell, Danny McBride, Anna Friel, Jorma Taccone,Action, Adventure, Comedy,49.44,PG-13 ,"73,389"
Spy Kids 2: Island of Lost Dreams, Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino,Action, Adventure, Comedy,85.85,PG ,"70,607"
Spy Hard, Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden,Action, Comedy,Nan,29,PG-13 ,"39,233"
One for the Money, Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo,Action, Comedy, Crime,26.41,PG-13 ,"43,375"
Hollywood Homicide, Harrison Ford, Josh Hartnett, Isaiah Washington, Lena Olin,Action, Comedy, Crime,30.01,PG-13 ,"38,402"
The Colony, Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan,Action, Horror, Sci-Fi,Nan,Not Rated ,"46,307"
Bangkok Dangerous, Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm, Panward Hemmanee,Action, Crime, Thriller,15.28,R ,"57,598"
Universal Soldier: Regeneration, Dolph Lundgren, Jean-Claude Van Damme, Andrei Arlovski, Mike Pyle,Action, Adventure, Sci-Fi,Nan,R ,"26,098"
The Way to Paradise, Enzo Zelocchi, Jennifer Lyons, Bryson Jones Allman, Brandi Maclaren,Action, Comedy, Thriller,Nan,Nan,"32,349"
Transformers: The Last Knight, Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock,Action, Adventure, Sci-Fi,130.17,PG-13 ,"1,60,312"
F9: The Fast Saga, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson,Action, Crime, Thriller,173.2,PG-13 ,"1,50,430"
Morbius, Jared Leto, Matt Smith, Adria Arjona, Jared Harris,Action, Adventure, Horror,73.87,PG-13 ,"1,38,540"
The Covenant, Steven Strait, Sebastian Stan, Toby Hemingway, Taylor Kitsch,Action, Adventure, Fantasy,23.29,PG-13 ,"50,914"
Resident Evil: Welcome to Raccoon City, Kaya Scodelario, Robbie Amell, Hannah John-Kamen, Tom Hopper,Action, Horror, Sci-Fi,17,R ,"58,630"
Hellboy, David Harbour, Milla Jovovich, Ian McShane, Sasha Lane,Action, Adventure, Fantasy,21.9,R ,"94,249"
The Bad Batch, Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves,Action, Horror, Mystery,0.18,R ,"33,750"
The 5th Wave, Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders,Action, Adventure, Sci-Fi,34.92,PG-13 ,"1,13,653"
Independence Day: Resurgence, Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe,Action, Adventure, Sci-Fi,103.14,PG-13 ,"1,84,130"
The Mummy: Tomb of the Dragon Emperor, Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh,Action, Adventure, Fantasy,102.49,PG-13 ,"1,66,274"
Doom, Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei,Action, Horror, Sci-Fi,28.21,R ,"1,16,316"
Monster Hunter, Milla Jovovich, Tony Jaa, Ron Perlman, T.I.,Action, Adventure, Fantasy,15.16,PG-13 ,"64,046"
xXx: Return of Xander Cage, Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu,Action, Adventure, Thriller,44.9,PG-13 ,"94,737"
Paul Blart: Mall Cop, Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez,Action, Comedy, Crime,20.82,PG ,"1,13,928"
Mighty Morphin Power Rangers, Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank,Action, Adventure, Family,38.19,PG ,"29,094"
Lost in Space, Gary Oldman, William Hurt, Matt LeBlanc, Mimi Rogers,Action, Adventure, Family,69.12,PG-13 ,"73,773"
Spawn, Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle,Action, Crime, Drama,54.97,PG-13 ,"70,415"
The Transporter Refueled, Ed Skrein, Loan Chabanol, Ray Stevenson, Lenn Kudrjawizki,Action, Thriller,Nan,16.03,PG-13 ,"43,457"
The First Purge, Y'lan Noel, Lex Scott Davis, Joivan Wade, Steve Harris,Action, Horror, Sci-Fi,69.49,R ,"66,668"
Big Momma's House, Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington,Action, Comedy, Crime,117.56,PG-13 ,"88,345"
A Good Day to Die Hard, Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead,Action, Thriller,Nan,67.35,R ,"2,11,112"
Alex Cross, Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns,Action, Crime, Mystery,25.89,PG-13 ,"34,821"
The Medallion, Jackie Chan, Lee Evans, Claire Forlani, Julian Sands,Action, Comedy, Fantasy,22.11,PG-13 ,"42,870"
Mutant Chronicles, Thomas Jane, Ron Perlman, Devon Aoki, Sean Pertwee,Action, Adventure, Mystery,0.01,R ,"26,809"
Beast, Joseph Vijay, Pooja Hegde, K. Selvaraghavan, Shine Tom Chacko,Action, Thriller,Nan,Nan,Not Rated ,"34,529"
Moonfall, Halle Berry, Patrick Wilson, John Bradley, Charlie Plummer,Action, Adventure, Sci-Fi,19.06,PG-13 ,"89,533"
Conan the Barbarian, Jason Momoa, Ron Perlman, Rose McGowan, Stephen Lang,Action, Adventure, Fantasy,21.3,R ,"1,00,955"
Red Sonja, Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman, Paul L. Smith,Action, Adventure, Fantasy,6.95,PG-13 ,"43,524"
"10,000 BC", Camilla Belle, Steven Strait, Marco Khan, Cliff Curtis,Action, Adventure, Drama,94.78,PG-13 ,"1,33,536"
Eragon, Ed Speleers, Sienna Guillory, Jeremy Irons, John Malkovich,Action, Adventure, Family,75.03,PG ,"1,28,474"
Hot Pursuit, Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley,Action, Comedy, Crime,34.51,PG-13 ,"52,777"
Miss Congeniality 2: Armed & Fabulous, Sandra Bullock, Regina King, William Shatner, Enrique Murciano,Action, Comedy, Crime,48.48,PG-13 ,"77,865"
"I, Frankenstein", Aaron Eckhart, Bill Nighy, Miranda Otto, Virginie Le Brun,Action, Fantasy, Sci-Fi,19.08,PG-13 ,"82,626"
Stealth, Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard,Action, Adventure, Sci-Fi,32.12,PG-13 ,"55,262"
Abduction, Taylor Lautner, Lily Collins, Alfred Molina, Jake Andolina,Action, Mystery, Thriller,28.09,PG-13 ,"82,064"
Agent Cody Banks, Frankie Muniz, Hilary Duff, Andrew Francis, Angie Harmon,Action, Adventure, Comedy,47.94,PG ,"36,047"
Cats & Dogs, Alec Baldwin, Tobey Maguire, Jeff Goldblum, Elizabeth Perkins,Action, Adventure, Comedy,93.39,PG ,"61,179"
Get Carter, Sylvester Stallone, Rachael Leigh Cook, Miranda Richardson, Rhona Mitra,Action, Crime, Drama,14.97,R ,"35,614"
G-Force, Will Arnett, Penélope Cruz, Zach Galifianakis, Bill Nighy,Animation, Action, Adventure,119.44,PG ,"48,402"
Stormbreaker, Alex Pettyfer, Mickey Rourke, Sophie Okonedo, Sarah Bolger,Action, Adventure, Family,0.65,PG ,"25,199"
Bachchhan Paandey, Kriti Sanon, Akshay Kumar, Pankaj Tripathi, Arshad Warsi,Action, Comedy, Crime,Nan,UA ,"36,203"
Superman III, Christopher Reeve, Richard Pryor, Margot Kidder, Jackie Cooper,Action, Adventure, Comedy,59.95,PG ,"72,719"
Charlie's Angels, Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks,Action, Adventure, Comedy,17.8,PG-13 ,"76,886"
The Twilight Saga: Eclipse, Kristen Stewart, Robert Pattinson, Taylor Lautner, Xavier Samuel,Action, Adventure, Drama,300.53,PG-13 ,"2,52,702"
Shadow in the Cloud, Chloë Grace Moretz, Nick Robinson, Beulah Koale, Taylor John Smith,Action, Horror, War,Nan,R ,"28,790"
The Phantom, Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones,Action, Adventure, Comedy,17.3,PG ,"35,005"
How It Ends, Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker,Action, Drama, Horror,Nan,TV-MA ,"55,792"
Cyborg, Jean-Claude Van Damme, Deborah Richter, Vincent Klyn, Alex Daniels,Action, Sci-Fi, Thriller,10.17,R ,"32,768"
Virus, Jamie Lee Curtis, Donald Sutherland, William Baldwin, Joanna Pacula,Action, Horror, Sci-Fi,14.01,R ,"29,050"
See No Evil, Glenn Jacobs, Christina Vidal, Michael J. Pagan, Samantha Noble,Action, Horror, Thriller,15.03,R ,"28,098"
Dilwale, Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon,Action, Comedy, Drama,4.83,Not Rated ,"36,612"
Anaconda, Jon Voight, Jennifer Lopez, Eric Stoltz, Ice Cube,Action, Adventure, Horror,65.89,PG-13 ,"1,08,159"
Wild Wild West, Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek,Action, Comedy, Sci-Fi,113.81,PG-13 ,"1,64,126"
The Darkest Hour, Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor,Action, Adventure, Horror,21.43,PG-13 ,"62,505"
The Cold Light of Day, Henry Cavill, Bruce Willis, Sigourney Weaver, Verónica Echegui,Action, Thriller,Nan,3.75,PG-13 ,"38,587"
Charlie's Angels: Full Throttle, Drew Barrymore, Lucy Liu, Cameron Diaz, Bernie Mac,Action, Adventure, Comedy,100.83,PG-13 ,"1,30,576"
Ghosts of Mars, Natasha Henstridge, Ice Cube, Pam Grier, Jason Statham,Action, Horror, Sci-Fi,8.43,R ,"56,266"
Dracula 2000, Gerard Butler, Justine Waddell, Jonny Lee Miller, Christopher Plummer,Action, Fantasy, Horror,33.02,R ,"35,175"
Blues Brothers 2000, Dan Aykroyd, John Goodman, Walter Levine, Tom Davis,Action, Comedy, Crime,13.98,PG-13 ,"34,124"
Happy New Year, Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Boman Irani,Action, Comedy, Crime,Nan,Not Rated ,"39,031"
The Ridiculous 6, Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner,Action, Adventure, Comedy,Nan,TV-14 ,"51,572"
DOA: Dead or Alive, Jaime Pressly, Devon Aoki, Sarah Carter, Holly Valance,Action, Adventure, Mystery,0.48,PG-13 ,"45,635"
After Earth, Jaden Smith, David Denman, Will Smith, Sophie Okonedo,Action, Adventure, Sci-Fi,60.52,PG-13 ,"2,05,393"
Teenage Mutant Ninja Turtles III, Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono,Action, Adventure, Comedy,42.66,PG ,"34,723"
Double Team, Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman,Action, Comedy, Sci-Fi,11.44,R ,"35,628"
Tekken, Jonathan Patrick Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale,Action, Crime, Drama,Nan,R ,"28,012"
Crocodile Dundee in Los Angeles, Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks,Action, Adventure, Comedy,25.64,PG ,"25,649"
Godsend, Robert De Niro, Greg Kinnear, Rebecca Romijn, Cameron Bright,Action, Drama, Fantasy,14.38,PG-13 ,"26,101"
Shamshera, Ranbir Kapoor, Sanjay Dutt, Vaani Kapoor, Saurabh Shukla,Action, Adventure, Drama,Nan,UA ,"56,778"
Howard the Duck, Lea Thompson, Jeffrey Jones, Tim Robbins, Ed Gale,Action, Adventure, Comedy,16.3,PG ,"49,138"
Elektra, Jennifer Garner, Goran Visnjic, Will Yun Lee, Kirsten Zien,Action, Adventure, Crime,24.41,PG-13 ,"95,449"
Zoolander 2, Ben Stiller, Owen Wilson, Penélope Cruz, Will Ferrell,Action, Adventure, Comedy,28.85,PG-13 ,"73,204"
The Spirit, Gabriel Macht, Samuel L. Jackson, Scarlett Johansson, Jaime King,Action, Crime, Fantasy,19.78,PG-13 ,"62,135"
The Marine, John Cena, Kelly Carlson, Robert Patrick, Anthony Ray Parker,Action, Comedy, Drama,18.84,PG-13 ,"34,837"
Anacondas: The Hunt for the Blood Orchid, Morris Chestnut, KaDee Strickland, Eugene Byrd, Johnny Messner,Action, Adventure, Horror,32.24,PG-13 ,"32,778"
Jonah Hex, Josh Brolin, Megan Fox, John Malkovich, Michael Fassbender,Action, Drama, Fantasy,10.54,PG-13 ,"60,280"
Snatched, Amy Schumer, Goldie Hawn, Kim Caramele, Raven Goodwin,Action, Adventure, Comedy,45.83,R ,"36,552"
Ra, Shah Rukh Khan, Arjun Rampal, Kareena Kapoor, Shahana Goswami,Action, Adventure, Sci-Fi,2.51,Not Rated ,"44,571"
Bodyguard, Salman Khan, Kareena Kapoor, Raj Babbar, Hazel Keech,Action, Comedy, Drama,Nan,Not Rated ,"26,950"
Bharat, Salman Khan, Katrina Kaif, Sunil Grover, Tabu,Action, Comedy, Drama,2.97,Not Rated ,"31,728"
Interceptor, Elsa Pataky, Luke Bracey, Aaron Glenane, Mayen Mehta,Action, Adventure, Drama,Nan,TV-MA ,"25,799"
Superhero Movie, Drake Bell, Leslie Nielsen, Sara Paxton, Christopher McDonald,Action, Comedy, Sci-Fi,26.64,PG-13 ,"72,401"
Aliens vs, Reiko Aylesworth, Steven Pasquale, Shareeka Epps, John Ortiz,Action, Adventure, Horror,41.8,R ,"1,29,595"
Driven, Sylvester Stallone, Kip Pardue, Til Schweiger, Burt Reynolds,Action, Drama, Sport,32.72,PG-13 ,"42,265"
Shehzada, Kartik Aaryan, Kriti Sanon, Paresh Rawal, Manisha Koirala,Action, Comedy, Drama,Nan,UA ,"30,138"
Taxi, Queen Latifah, Jimmy Fallon, Gisele Bündchen, Henry Simmons,Action, Comedy, Crime,36.61,PG-13 ,"43,806"
Home Alone 3, Alex D. Linz, Olek Krupa, Rya Kihlstedt, Lenny von Dohlen,Action, Comedy, Crime,30.88,PG ,"1,21,594"
Thunder Force, Melissa McCarthy, Octavia Spencer, Jason Bateman, Bobby Cannavale,Action, Adventure, Comedy,Nan,PG-13 ,"43,898"
The Next Karate Kid, Pat Morita, Hilary Swank, Michael Ironside, Constance Towers,Action, Drama, Family,8.91,PG ,"32,524"
Skyline, Eric Balfour, Donald Faison, Scottie Thompson, Brittany Daniel,Action, Sci-Fi, Thriller,21.37,PG-13 ,"91,009"
Species II, Natasha Henstridge, Michael Madsen, Marg Helgenberger, Mykelti Williamson,Action, Horror, Sci-Fi,19.17,R ,"30,312"
xXx: State of the Union, Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman,Action, Adventure, Crime,26.87,PG-13 ,"72,259"
Kangaroo Jack, Anthony Anderson, Jerry O'Connell, Estella Warren, Christopher Walken,Action, Adventure, Comedy,66.93,PG ,"32,807"
Adipurush, Kriti Sanon, Saif Ali Khan, Prabhas, Devdutta Nage,Action, Adventure, Drama,Nan,U ,"93,901"
Jason X, Kane Hodder, Lexa Doig, Jeff Geddis, David Cronenberg,Action, Horror, Sci-Fi,13.12,R ,"58,880"
Cell, John Cusack, Samuel L. Jackson, Isabelle Fuhrman, Clark Sarullo,Action, Adventure, Horror,Nan,R ,"29,245"
Paul Blart: Mall Cop 2, Kevin James, Raini Rodriguez, Eduardo Verástegui, Daniella Alonso,Action, Comedy, Crime,71.04,PG ,"39,397"
Stop! Or My Mom Will Shoot, Sylvester Stallone, Estelle Getty, JoBeth Williams, Roger Rees,Action, Comedy,Nan,28.41,PG-13 ,"43,627"
"Big Mommas: Like Father, Like Son", Martin Lawrence, Brandon T. Jackson, Jessica Lucas, Michelle Ang,Action, Comedy, Crime,37.92,PG-13 ,"28,579"
Fantastic Four, Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell,Action, Adventure, Sci-Fi,56.12,PG-13 ,"1,71,878"
Spy Kids 3: Game Over, Daryl Sabara, Alexa PenaVega, Antonio Banderas, Carla Gugino,Action, Adventure, Comedy,111.76,PG ,"63,269"
Ghost Rider: Spirit of Vengeance, Nicolas Cage, Ciarán Hinds, Idris Elba, Violante Placido,Action, Adventure, Fantasy,51.77,PG-13 ,"1,23,073"
Ultraviolet, Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu,Action, Sci-Fi,Nan,18.5,PG-13 ,"83,139"
Inspector Gadget, Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg,Action, Adventure, Comedy,97.4,PG ,"49,682"
Highlander II: The Quickening, Christopher Lambert, Sean Connery, Virginia Madsen, Michael Ironside,Action, Adventure, Fantasy,15.56,R ,"47,033"
